h_fraction,sin_theta_now,b_norm_now,dh_last_window,sin_theta_next,b_norm_next,best_merit_next_3,merit_now,windows_since_dump,coast_h_fraction_3,coast_h_fraction_6,label
0.3038884292,0.9826119063,1.503156419,0.2393584465,0.9980483515,1.311040055,1.308481366,1.477019394,0.15,0.6010962653,1.307951494,1
0.170698498,0.8485848787,1.311040055,0.1779613928,0.8247058095,0.8904866308,1.268437247,1.112528766,0,0.20801246,0.8779957534,1
0.1400436872,0.6337022565,0.8904866308,0.08606836427,0.9945469434,0.9661617563,1.090482272,0.5643033873,0,0.3273832774,0.795622681,0
0.08902617836,0.9656319536,0.9661617563,0.05431946889,0.6713304909,1.392742966,0.9349908192,0.9329566642,0.05,0.5198778335,0.8700292317,0
0.0723872434,0.9948539368,1.392742966,0.1439021637,0.9713884091,1.502221255,1.459240315,1.385575823,0.1,0.5931786129,0.9854441807,0
0.2474706796,0.7556060705,1.502221255,0.187295682,0.4971452548,1.178680676,1.116307804,1.135087499,0.15,0.5675553952,1.135654265,0
0.3961250806,0.4450282414,1.178680676,0.165189331,0.8176483775,0.827828494,1.092986956,0.5245461882,0.2,0.6015052187,1.24388504,0
0.449558296,0.9480126519,0.827828494,0.1345881034,0.8314701659,1.119052692,0.9304589278,0.784791886,0.25,0.7644335655,1.295752229,0
0.4175940946,0.5138803939,1.119052692,0.2105728168,0.2506278114,1.493253221,0.6856246538,0.5750592383,0.3,0.8941982119,1.381392965,0
0.4196459162,0.7188466845,1.493253221,0.3004238768,0.8701018461,1.452270474,1.26362322,1.073420127,0.35,0.8819861505,1.573530834,0
0.5299922873,0.9923754157,1.452270474,0.3176461455,0.9288574912,1.035986969,1.27533116,1.441197515,0.4,0.812886864,1.803763612,1
0.3213243458,0.6630726807,1.035986969,0.3550456237,0.9925328906,0.8542305036,1.085379689,0.6869346569,0,0.5054458489,1.260096561,0
0.2962083105,0.975757704,0.8542305036,0.1128901552,0.6146438423,1.275988116,0.7842782383,0.8335219948,0.05,0.7405723035,1.334026432,0
0.2303168909,0.3174880068,1.275988116,0.2143095605,0.5978518202,1.548308035,1.096684531,0.4051109236,0.1,0.875272399,1.425839269,0
0.3303587178,0.998595064,1.548308035,0.2827553722,0.9337140386,1.360757489,1.270558371,1.546132761,0.15,0.8731361623,1.570069627,0
0.5162487712,0.6832987195,1.360757489,0.2731369177,0.5957219538,0.9108371007,1.283921079,0.9298038498,0.2,0.8650854279,1.701657974,0
0.6248307963,0.7359128117,0.9108371007,0.2287109761,0.9743698497,0.9566247381,0.9981325584,0.6702966917,0.25,0.9920158021,1.76869645,1
0.4536722931,0.911330709,0.9566247381,0.2057781819,0.5408115946,1.412784323,0.7640501427,0.8718015008,0,0.8758767508,1.390240682,0
0.4123053392,0.3113951378,1.412784323,0.2791753969,0.4935305444,1.556118085,0.9050585728,0.439934169,0.05,0.9353992628,1.530727182,0
0.4707895051,0.9594530979,1.556118085,0.3392281767,0.9999109708,1.239427522,1.239317177,1.493022318,0.1,0.8656988005,1.760222776,1
0.2431697939,0.8666046535,1.239427522,0.2897266044,0.7806569936,0.8359460605,1.470591483,1.074093658,0,0.3158962226,1.06514856,1
0.1853801329,0.7396102735,0.8359460605,0.1508709716,0.9675965604,1.098467693,1.126301618,0.6182742944,0,0.4290771822,0.9482209135,1
0.07812770325,0.9900066014,1.098467693,0.1209915223,0.9428759964,1.516090008,1.429484877,1.087490268,0,0.47737198,0.7952706306,0
0.06298076262,0.9171009581,1.516090008,0.1339562878,0.7494507505,1.519484196,1.138778572,1.390407599,0.05,0.5416486834,0.9179158979,0
0.2337691665,0.6559147488,1.519484196,0.1767844982,0.2873013196,1.104037606,1.224783318,0.9966520951,0.1,0.5150049926,1.067280935,1
0.2751966367,0.2992291039,1.104037606,0.1177350379,0.967940304,0.8353828588,1.015852252,0.3303601834,0,0.3701713453,0.8012527574,0
0.2846922884,0.9956607835,0.8353828588,0.07298267268,0.7337217788,1.24717257,0.9150776765,0.8317579517,0.05,0.5373970536,0.8484383652,0
0.2504665703,0.5323125164,1.24717257,0.1475587116,0.435148168,1.579779676,0.7706809674,0.6638855691,0.1,0.6371996497,0.953764461,0
0.2832937732,0.9084948069,1.579779676,0.2153341485,0.9751833795,1.444579043,1.408729473,1.435221632,0.15,0.6035833883,1.1626723,0
0.400258635,0.9482111936,1.444579043,0.216412793,0.8664272146,0.9745031011,1.369305103,1.369766019,0.2,0.5501831798,1.38334394,1
0.2527386688,0.6299793573,0.9745031011,0.267308541,0.9964506078,0.9062971832,1.038282334,0.6139168373,0,0.456790304,1.083247461,1
0.1545952084,0.9982743153,0.9062971832,0.1196828219,0.8053627809,1.381927887,1.112953286,0.9047331999,0,0.5425017409,0.9737549674,0
0.07795103638,0.4359729559,1.381927887,0.1489556857,0.6774606956,1.6025189,1.199319291,0.6024831856,0.05,0.6587216645,1.073221708,0
0.2216263152,0.9170082183,1.6025189,0.2136391264,0.7088580199,1.3400313,0.9498919341,1.469523001,0.1,0.6461380539,1.221614706,0
0.3978067016,0.473104293,1.3400313,0.2045110571,0.4330934624,0.8745531204,1.312320323,0.6339745609,0.15,0.6442945725,1.347906934,0
0.4848252556,0.6798411658,0.8745531204,0.1625063589,0.9675513113,1.023017522,1.042521224,0.5945572129,0.2,0.7849424422,1.408955533,0
0.4644801297,0.7777451594,1.023017522,0.2117447686,0.395384953,1.49108182,0.5895513152,0.7956469256,0.25,0.9408631512,1.475754236,0
0.4372546732,0.5396657915,1.49108182,0.3118162258,0.72760929,1.586110623,1.154068824,0.8046858503,0.3,0.9627115767,1.643883641,1
0.3298186465,0.8952882353,1.586110623,0.1747794633,0.9960013908,1.216423315,1.211559313,1.420026181,0,0.6876319839,1.454569243,0
0.4528816119,0.853681442,1.216423315,0.2782876113,0.6083165073,0.8274996857,1.564967785,1.03843801,0.05,0.6588793667,1.658288079,0
0.5004301114,0.7484958009,0.8274996857,0.2192469819,0.9939139122,1.157663837,1.359908382,0.61938004,0.1,0.8588803775,1.819771346,0
0.4294911634,0.7878781584,1.157663837,0.2634214161,0.5054922348,1.568748067,0.7929899661,0.9120980522,0.15,1.085549315,1.846440816,0
0.390292818,0.5982822997,1.568748067,0.3672655557,0.8021780762,1.534323805,1.230800918,0.9385542009,0.2,1.164357551,1.726843726,0
0.5501119513,0.9831900695,1.534323805,0.4056608699,0.8205234266,1.086391615,0.8914097702,1.508531928,0.25,1.167526335,1.568003033,0
0.7341346314,0.5465978845,1.086391615,0.3654105962,0.5465978845,1.086391615,0.5938193582,0.5938193582,0.3,1.123513416,1.503959815,0
0.1483404497,0.8488807935,0.9481543916,0,0.3859148726,1.431548389,0.552455814,0.8048700523,1,0.4122174318,0.7033466035,0
0.1324641048,0.5904189207,1.431548389,0.1336575865,0.8258396754,1.58935041,1.312548627,0.8452132547,1,0.4665437234,0.7126412833,0
0.2053200751,0.9776844361,1.58935041,0.1532297718,0.8700991516,1.258858947,1.095332102,1.55388316,1,0.4755817304,0.7290959782,0
0.2992209283,0.7540195846,1.258858947,0.1486173957,0.8818834132,0.8335316618,1.271697634,0.9492043007,1,0.4762904411,0.7360575524,1
0.2078696343,0.8696902546,0.8335316618,0.1982413566,0.8514701321,1.117034241,0.951121293,0.7249143632,0,0.3508859966,0.5876735736,0
0.1968047412,0.4486883239,1.117034241,0.1117457468,0.03355294234,1.544311808,0.8206566603,0.5012002215,0.05,0.3912906699,0.5891913067,0
0.1863304302,0.6765380604,1.544311808,0.1367737813,0.8849834402,1.527723052,1.352009602,1.044785716,0.1,0.3848903623,0.6323557085,0
0.2131168889,0.9708243424,1.527723052,0.1481527268,0.7314816259,1.083293808,1.179854987,1.483150727,0.15,0.3511222203,0.7043284341,0
0.2518929435,0.3427501098,1.083293808,0.137911148,0.7296845406,0.8450927514,1.459920067,0.3712990716,0.2,0.3581674146,0.7589758183,0
0.2577782974,0.958864832,0.8450927514,0.1282578933,0.9111348565,1.295213793,1.23506354,0.8103297191,0.25,0.4196631705,0.7843330638,0
0.2294501605,0.7846192291,1.295213793,0.1498130827,0.7867585463,1.602628508,1.260881675,1.016249648,0.3,0.4706746841,0.8050007759,0
0.2200356296,0.9867242584,1.602628508,0.1766442254,0.9885039516,1.414286457,1.398027752,1.581352426,0.35,0.478386411,0.8390547385,0
0.2605890818,0.6923184734,1.414286457,0.181256207,0.1066476101,0.9254625721,1.431062371,0.9791366409,0.4,0.4742536913,0.868311292,0
0.303696338,0.5042726753,0.9254625721,0.1668546478,0.9959416044,0.9594569114,1.099324019,0.4666854871,0.45,0.5027226179,0.8727895772,0
0.3106929082,0.8067038358,0.9594569114,0.1662144463,0.3407341861,1.449467299,0.5414443674,0.7739975707,0.5,0.5432030387,0.8708690822,0
0.2952712274,0.3492360919,1.449467299,0.1909831044,0.6387983757,1.602579105,1.115257454,0.506206295,0.55,0.5457538207,0.9034265579,0
0.2995380626,0.9854014691,1.602579105,0.2098496323,0.973660263,1.26334393,1.230067783,1.579183805,0.6,0.5084457024,0.9736511529,0
0.3246497467,0.6369773458,1.26334393,0.2027728823,0.2651056676,0.8329048043,1.521504239,0.8047214635,0.65,0.4971684922,1.041731468,0
0.3299026736,0.692964588,0.8329048043,0.1891819462,0.9660732044,1.125941851,1.165194749,0.5771735346,0.7,0.5550929577,1.077683816,0
0.2997285372,0.69698025,1.125941851,0.2018115446,0.4554850089,1.561034124,0.8537391332,0.7847592329,0.75,0.6277366501,1.095582755,0
0.2810561183,0.7544794252,1.561034124,0.2312376524,0.9189331937,1.546897422,1.421495388,1.177768128,0.8,0.6568161753,1.122372135,0
0.3251274346,0.9428641035,1.546897422,0.2440834002,0.6661462818,1.096683176,1.236650612,1.458514051,0.85,0.6517296924,1.153412658,0
0.3908939283,0.3109694096,1.096683176,0.2322258551,0.8678668102,0.8425802507,1.235514736,0.3410349196,0.9,0.6639011233,1.165370384,0
0.420924064,0.9994229995,0.8425802507,0.2238343431,0.6635565186,1.2979039,0.8612325937,0.8420940815,0.95,0.701747597,1.161378265,0
0.4116244975,0.2479580768,1.2979039,0.2435957371,0.3797661606,1.621148556,0.9173579608,0.321825755,1,0.7179182105,1.179057713,0
0.4026139077,0.8465067483,1.621148556,0.2691416111,0.9758965078,1.44400464,1.409199085,1.372313193,1,0.686745958,1.240168691,0
0.4165027807,0.9024046622,1.44400464,0.2696405017,0.5052766632,0.9446861452,1.433804455,1.303076519,1,0.6562520205,1.317088681,0
0.4250716972,0.1940785776,0.9446861452,0.2545952767,0.9784826695,0.9447071134,1.306472811,0.1833433433,1,0.6926863453,1.367177404,0
0.398828748,0.9250828512,0.9447071134,0.2560577262,0.5149165945,1.446731416,0.7449460137,0.87393235,1,0.7743747498,1.388513698,0
0.3665987396,0.3285418442,1.446731416,0.2836775241,0.6043359308,1.628280601,1.126766501,0.4753118074,1,0.8277246285,1.409547418,0
0.3934041038,0.9910517676,1.628280601,0.3056919655,0.9650727382,1.307173071,1.261517095,1.613710368,1,0.8321446741,1.439760081,0
0.4684033631,0.6229636855,1.307173071,0.30043212,0.3582454389,0.844935908,1.485017615,0.8143213538,1,0.8318426811,1.459437271,0
0.5222931986,0.7818339956,0.844935908,0.2861086457,0.9292482401,1.094974625,1.021658622,0.660599617,1,0.8613444227,1.458263825,0
0.527644214,0.6016219372,1.094974625,0.2962804468,0.3087697205,1.557484548,0.7931460293,0.6587607551,1,0.8896346234,1.463317995,0
0.5130918263,0.601487467,1.557484548,0.3249291877,0.8157140136,1.586290358,1.293959274,0.9368074355,1,0.872703391,1.509433659,0
0.5159266846,0.9994518104,1.586290358,0.3352653559,0.8871609105,1.153980896,1.0542081,1.58542077,1,0.8324285483,1.588360991,0
0.5271567442,0.4480809648,1.153980896,0.3235428346,0.6309563308,0.8283044222,1.470976917,0.517076873,1,0.8399967152,1.653271071,0
0.5099818143,0.9522376549,0.8283044222,0.3148128479,0.8118289778,1.253310288,1.01747361,0.7887426606,1,0.915522341,1.684266628,0
0.4708645247,0.2576500139,1.253310288,0.3361112391,0.1745045133,1.624064115,0.8988689481,0.3229154132,1,0.9898981227,1.701765058,0
0.4720380574,0.8188596309,1.624064115,0.3642166282,0.9655883269,1.502928586,1.451210299,1.329880542,1,1.012806584,1.728396048,0
0.5405660714,0.8988440802,1.502928586,0.3689892149,0.5328592455,1.006207115,1.379528918,1.350898462,1,1.007609618,1.753940024,0
0.6141573499,0.3403153873,1.006207115,0.353433277,0.9689247571,0.8944124304,1.257905058,0.3424277641,1,1.025204797,1.759254656,0
0.6405000022,0.9508795962,0.8944124304,0.3521485629,0.5683115221,1.395488122,0.7930719786,0.8504785306,1,1.059103101,1.757211919,0
0.6287756999,0.3723290412,1.395488122,0.378144821,0.5734291607,1.646136797,1.109503499,0.5195807544,1,1.060302854,1.786473276,0
0.6225348931,0.9371697062,1.646136797,0.4004397705,0.9999862908,1.388563439,1.388544403,1.542709539,1,1.019645328,1.856780724,0
0.6318517337,0.8065168683,1.388563439,0.3938014831,0.3106829051,0.8894079265,1.508430403,1.119899836,1,1.000240483,1.932754483,0
0.6248037103,0.4613392076,0.8894079265,0.3790624079,0.9975772719,1.013137565,1.210255244,0.410318748,1,1.055089943,1.976928377,0
0.5866290189,0.7524379238,1.013137565,0.3887301933,0.2786954232,1.509184103,0.6029279373,0.7623231257,1,1.141514926,1.995758465,0
0.5642870568,0.4642756529,1.509184103,0.4187039051,0.7349303074,1.62703606,1.195758112,0.700677435,1,1.188015842,2.017611143,0
0.6125372396,0.9999818535,1.62703606,0.4347086346,0.9133118372,1.255260007,1.146443823,1.627006535,1,1.187987899,2.045483769,0
0.6963743724,0.52631562,1.255260007,0.4234935534,0.5019509364,0.8287282622,1.463875576,0.6606629489,1,1.192347319,2.058799991,0
0.746411319,0.8856827446,0.8287282622,0.4125264406,0.8735120358,1.151585352,1.005923665,0.7339903218,1,1.223541483,2.061287027,0
0.7462510632,0.5281370241,1.151585352,0.4301890688,0.3976645777,1.589278468,0.9239813898,0.6081948608,1,1.241493869,2.034633273,0
0.7330613147,0.7431916774,1.589278468,0.4588037009,0.9088969864,1.572174459,1.428944628,1.181138531,1,1.212023672,1.991779488,0
0.7365647067,0.9801121749,1.572174459,0.4626077049,0.7856699016,1.116441834,0.877154746,1.540907328,1,1.172463867,1.976007624,0
0.7381690791,0.3070539593,1.116441834,0.447623706,0.3070539593,1.116441834,0.3428078855,0.3428078855,1,1.141724755,2.00153714,0
0.01369098824,0.6345486176,0.8053444505,0,0.6084737645,1.050221779,0.7882610393,0.5110302078,1,0.1126198231,0.1991837676,0
0.03406110225,0.5159806346,1.050221779,0.02867440945,0.2702216821,1.212690317,0.6688142311,0.5418941002,1,0.1387677202,0.1937943001,0
0.06363609098,0.7206656178,1.212690317,0.039314589,0.8119766212,1.107238967,0.8990521551,0.8739442164,1,0.1529217893,0.1826098383,0
0.09579566208,0.9669112266,1.107238967,0.04298209193,0.9774053318,0.8490095047,0.8298264166,1.070601787,1,0.1542073021,0.1683055348,0
0.1202977288,0.8776988868,0.8490095047,0.03931820648,0.2731319184,0.8197611091,0.669712391,0.7451746971,1,0.145252351,0.1527340256,0
0.1312505754,0.0557775887,0.8197611091,0.03520731099,0.5435845303,1.066013921,0.9298594776,0.04572429798,1,0.1289464114,0.1494560087,0
0.1259705981,0.7621482594,1.066013921,0.038808115,0.9160794132,1.199993293,1.099289151,0.8124606544,1,0.1058774083,0.1743765985,0
0.1089144588,0.9990187401,1.199993293,0.0462988349,0.9907679555,1.071807201,1.061912229,1.198815787,1,0.08241050231,0.2183505208,0
0.08717292598,0.8376336604,1.071807201,0.04899108987,0.8776367644,0.8258598976,0.9665363938,0.8977817887,1,0.08224898104,0.2584408317,0
0.06362981836,0.7667778825,0.8258598976,0.04644128508,0.997265518,0.8368630816,0.8892452897,0.6332511035,1,0.1162151822,0.2860449608,0
0.03884091014,0.9561501109,0.8368630816,0.04629671083,0.8058736615,1.077446663,0.9569179242,0.8001667283,1,0.157408347,0.3012245724,0
0.03897226896,0.9989886539,1.077446663,0.05273858789,0.9681271994,1.180101372,1.142488237,1.076356991,1,0.1874270649,0.3089192066,0
0.07888619059,0.862729341,1.180101372,0.06175274006,0.8496350963,1.031820018,0.8766705,1.018108079,1,0.2049463732,0.3073577599,0
0.1204604948,0.9412771155,1.031820018,0.06053858956,0.9914652852,0.806096834,0.7992170274,0.9712285699,1,0.213382934,0.2965919976,0
0.1474558808,0.905779981,0.806096834,0.05688729914,0.3584295719,0.8560999623,0.435877277,0.730146375,1,0.2141449458,0.2819895389,0
0.1585667547,0.1376363858,0.8560999623,0.06007445926,0.4737541147,1.08402802,0.8472060061,0.1178305047,1,0.2037642034,0.2794709007,0
0.1558367807,0.8002834063,1.08402802,0.06780973875,0.9356480222,1.153120784,1.078915181,0.8675296366,1,0.1811266217,0.3053545144,0
0.1453137208,0.9929866363,1.153120784,0.07269549066,0.9492050675,0.9884009677,0.9381952073,1.145033528,1,0.1592350036,0.3481392264,0
0.129000805,0.7309502821,0.9884009677,0.07207909558,0.8716651058,0.7912497868,0.9540071494,0.7224719662,1,0.1624231285,0.3869750638,0
0.1052276376,0.9140697903,0.7912497868,0.07140478262,0.9497028002,0.8767714184,0.8326722712,0.7232575267,1,0.1960280019,0.415441523,0
0.08120989658,0.8173753255,0.8767714184,0.07662074537,0.7427279009,1.085279847,0.9364832806,0.7166513235,1,0.2342977625,0.4340183669,0
0.0854049664,0.9827787314,1.085279847,0.08697630259,0.9958619306,1.119372568,1.114740527,1.066589951,1,0.2598502021,0.4423758483,0
0.12450819,0.895323059,1.119372568,0.08867340376,0.8862049905,0.9431595211,0.8358326744,1.002200072,1,0.277477706,0.4408393284,0
0.1641220872,0.9485645612,0.9431595211,0.08542432886,0.9751471448,0.7828036897,0.763348783,0.8946476972,1,0.2890015047,0.4283218588,0
0.1874511408,0.8492821525,0.7828036897,0.08463344649,0.3300114274,0.8980251903,0.4762976247,0.6648212025,1,0.2915900977,0.4152279017,0
0.196694006,0.3610144391,0.8980251903,0.09167738882,0.6009184591,1.08078553,0.8538509131,0.3242000604,1,0.2790305145,0.4188477938,0
0.1955447519,0.9090793572,1.08078553,0.09893952764,0.9857565571,1.079493917,1.064118207,0.9825198151,1,0.2543379806,0.4489631239,0
0.1874904253,0.9465464647,1.079493917,0.1008128943,0.8861473283,0.8982770926,0.9183369587,1.021791151,1,0.2373711296,0.4909106375,0
0.1703586771,0.7211212866,0.8982770926,0.09932090336,0.9581831331,0.7819454938,0.881259363,0.6477667327,1,0.2487565028,0.5287177726,0
0.1443579289,0.9992599758,0.7819454938,0.1016631137,0.8463913865,0.9188804825,0.7777325256,0.7813668352,1,0.2834221262,0.5561991201,0
0.1254532872,0.779046851,0.9188804825,0.1093369054,0.8317675223,1.070256152,0.97307337,0.7158509463,1,0.3177194841,0.575470547,0
0.1388759251,0.9988434663,1.070256152,0.1179863018,0.9796715982,1.03454739,1.013516695,1.069018365,1,0.3420362181,0.5837689563,0
0.1779979113,0.8848382977,1.03454739,0.1168544208,0.9234650225,0.8565245828,0.8196612086,0.9154071511,1,0.3600789816,0.5799377002,0
0.2131717161,0.9831838663,0.8565245828,0.1137445499,0.9083117583,0.7892946234,0.7169255872,0.8421211509,1,0.3729123343,0.5661222332,0
0.2339693121,0.7282939243,0.7892946234,0.1174400211,0.3575303849,0.9382768523,0.6341207144,0.5748384787,1,0.3735281793,0.5566354872,0
0.2415834587,0.5987538715,0.9382768523,0.1257204642,0.7783059923,1.053608184,0.9017353996,0.5617968979,1,0.3564638749,0.5677112008,0
0.2412806141,0.9850525876,1.053608184,0.1310342054,0.9979690403,0.9861272873,0.9841245025,1.037859467,1,0.331310763,0.6021027132,0
0.2327500012,0.8696542259,0.9861272873,0.1306433784,0.8687280315,0.8211425292,0.9313655565,0.8575897627,1,0.321863121,0.6429359744,0
0.2124350867,0.845308467,0.8211425292,0.1300374478,0.9994653763,0.8047103262,0.8353876809,0.6941187326,1,0.3412087226,0.6780164033,0
0.1858132622,0.9491649043,0.8047103262,0.135292398,0.7668849266,0.9551437607,0.8174618858,0.7638027997,1,0.37620618,0.7040174874,0
0.1751479406,0.8546277301,0.9551437607,0.1435556407,0.9397246513,1.031044501,0.9688979346,0.8162923442,1,0.4065788075,0.7223788104,0
0.1971845011,0.9905552517,1.031044501,0.1495891773,0.9445787947,0.9364450311,0.8845461188,1.021306546,1,0.4288122411,0.7281998243,0
0.2357337979,0.8918900491,0.9364450311,0.1466701878,0.9809895142,0.7955031169,0.7887848248,0.8352060048,1,0.4471389887,0.720594689,0
0.2657979343,0.9968695671,0.7955031169,0.1451950569,0.7748300166,0.8272541406,0.6409813395,0.7930128477,1,0.4590141696,0.7060621084,0
0.282593652,0.6166688818,0.8272541406,0.1517977688,0.5097247271,0.9684824568,0.7578144286,0.5101418859,1,0.4550816066,0.6998504817,0
0.2892101639,0.8051761581,0.9684824568,0.1598953576,0.9231508934,1.003129519,0.9260399112,0.7797989838,1,0.433584212,0.7185992984,0
0.2887848493,0.9957299255,1.003129519,0.1627822126,0.9599058136,0.8883599495,0.8527418801,0.9988460807,1,0.4106982533,0.7562368034,0
0.2777316042,0.8202481262,0.8883599495,0.1612752519,0.9370199983,0.7825236542,0.8881940219,0.7286755839,1,0.4088918297,0.7952693592,0
0.2539762403,0.9791851189,0.7825236542,0.1626719133,0.9382984626,0.8553216391,0.802546979,0.7662355174,1,0.4349304928,0.8276673199,0
0.2295599585,0.8515912801,0.8553216391,0.1700938539,0.7905432467,0.9774501764,0.846472064,0.7283844495,1,0.4691691371,0.8520220807,0
0.2273019684,0.9513587668,0.9774501764,0.1796769362,0.9970535838,0.9708481929,0.9679876701,0.9299057944,1,0.4945790371,0.8657616072,0
0.2564953512,0.9509256577,0.9708481929,0.1797333622,0.9251564258,0.8452966427,0.8793445968,0.9232044564,1,0.515612055,0.8674827948,0
0.2932769224,0.9458967118,0.8452966427,0.1763343088,0.9923554903,0.783955748,0.7779627907,0.7995633148,1,0.533612818,0.8560336625,0
0.3180702388,0.9099345793,0.783955748,0.1773384374,0.6171263188,0.8868880085,0.5782941957,0.7133484437,1,0.5422016519,0.8399235652,0
0.3315970708,0.627541905,0.8868880085,0.185776208,0.7064827613,0.9814365747,0.8009664901,0.5565593903,1,0.5321272343,0.826323643,0
0.3372491325,0.9451382032,0.9814365747,0.1924740261,0.9953417321,0.9356368872,0.9312784399,0.9275932008,1,0.5074963752,0.8275988211,0
0.3349948763,0.9433176454,0.9356368872,0.1930564995,0.9184092912,0.810965817,0.7447985412,0.8826027854,1,0.4858038161,0.8497392988,0
0.3196986233,0.87718917,0.810965817,0.191708257,0.87718917,0.810965817,0.7113704319,0.7113704319,1,0.477293547,0.8831100254,0
0.1549387389,0.892430508,1.016422883,0,0.9865896307,1.474502546,1.559224033,0.9070867898,1,0.3335038541,0.5444933783,0
0.1684231909,0.842153618,1.474502546,0.1207385445,0.6640696501,1.564739233,1.039095835,1.241757654,1,0.3036252581,0.6058033371,0
0.2163525354,0.352362435,1.564739233,0.09242500057,0.3547299865,1.201960349,0.9911091447,0.5513553261,1,0.3102827081,0.6552170494,0
0.2363082398,0.6065310302,1.201960349,0.0724702742,0.9882642941,0.8147761213,0.9278002738,0.7290262487,1,0.3822607917,0.6670768493,0
0.225053528,0.9893161571,0.8147761213,0.1007799877,0.7861434491,1.130542859,1.334067251,0.8060711812,1,0.4518689346,0.6633330079,0
0.2297866774,0.9473715911,1.130542859,0.1372300659,0.9938615652,1.541718736,1.532254996,1.071044187,1,0.4639389521,0.6901992318,0
0.2776789627,0.9121286499,1.541718736,0.1475002909,0.7917348478,1.523987358,1.206593899,1.40624583,1,0.4192005968,0.756685548,0
0.327249132,0.5041234393,1.523987358,0.1274209398,0.39304721,1.093269947,1.148042263,0.7682777482,1,0.3934142503,0.8219389653,0
0.3337470726,0.5148296649,1.093269947,0.1100520793,0.9977462411,0.8227923463,0.9313833481,0.5628478007,1,0.4521708638,0.8549542032,0
0.2871426335,0.9383337992,0.8227923463,0.1381660945,0.4978328159,1.242822718,0.9393227167,0.7720538683,1,0.5309784802,0.8825990024,0
0.2402476577,0.6196066775,1.242822718,0.1837945836,0.8398813149,1.58412344,1.414547584,0.7700612549,1,0.5511975348,0.9484987074,0
0.2705170687,0.9798869001,1.58412344,0.2002987822,0.8597000876,1.461286582,1.256268203,1.552261807,1,0.5218162236,1.046066405,0
0.3357073762,0.4561263394,1.461286582,0.1807071071,0.1497823292,0.9893262452,1.232618101,0.6665312995,1,0.5364568634,1.121739502,0
0.3591666214,0.5758533097,0.9893262452,0.1650793356,0.9902582972,0.8730844699,0.9213345773,0.5697067927,1,0.6316325331,1.15064376,0
0.3370574674,0.8251561186,0.8730844699,0.1967474963,0.5427971689,1.345632681,1.084123088,0.7204309924,1,0.7218668411,1.168345177,0
0.3397768492,0.8449829218,1.345632681,0.2426055544,0.9618344549,1.601960535,1.540820838,1.137036634,1,0.7347496528,1.221252942,0
0.4072833657,0.9315800714,1.601960535,0.2539796899,0.7593893184,1.380336841,1.048213053,1.492354509,1,0.6966315649,1.301911699,0
0.4753492156,0.3446200927,1.380336841,0.2334569982,0.3749995086,0.9003242575,1.225185073,0.4756918103,1,0.7043838997,1.36087631,0
0.4797976269,0.7482038389,0.9003242575,0.2251285818,0.9097193686,0.9541364957,0.8679964505,0.6736260657,1,0.7866176979,1.389238727,0
0.4313006281,0.5518286534,0.9541364957,0.266444715,0.2745748041,1.43429437,1.003831451,0.5265198576,1,0.8534254256,1.430827153,0
0.4121804877,0.7852926528,1.43429437,0.311128379,0.9466178922,1.595792104,1.510605358,1.126340831,1,0.8454676742,1.519144905,0
0.4680424046,0.9247223208,1.595792104,0.3150969194,0.7095876227,1.284920929,0.9628721951,1.475664578,1,0.817425416,1.621901404,0
0.5247419327,0.209390502,1.284920929,0.2895900549,0.5751544916,0.8377182694,1.185410292,0.2690502384,1,0.8681492748,1.684479283,0
0.5212796017,0.9172147151,0.8377182694,0.2890241404,0.7828827956,1.053278323,0.8245934781,0.7683675237,1,0.9810626024,1.707570654,0
0.4917935158,0.4416804508,1.053278323,0.3361857641,0.5254716903,1.505624389,1.146219968,0.4652124446,1,1.050970745,1.740103935,0
0.5219136356,0.9423159318,1.505624389,0.3743257844,0.9997587969,1.56613747,1.565759713,1.418773849,1,1.0370985,1.811801982,0
0.6083831294,0.8148961708,1.56613747,0.3683293929,0.4949483028,1.179351145,1.150398155,1.276239427,1,1.010508201,1.889373257,0
0.6630883606,0.03182293628,1.179351145,0.3459460795,0.8396297405,0.8124380619,1.060687925,0.03753041634,1,1.058659412,1.932400927,0
0.6427967746,0.9998472551,0.8124380619,0.3602888513,0.5704758754,1.159829176,0.6616545643,0.8123139661,1,1.147781002,1.960003548,0
0.5981615439,0.2232419828,1.159829176,0.4120675222,0.5506156911,1.556990903,1.197526962,0.2589225649,1,1.180437658,2.023646903,0
0.6165661777,0.9672752975,1.556990903,0.4423525008,0.9968677057,1.513430578,1.508690068,1.506038839,1,1.148536807,2.128780414,1
0.1998310236,0.660158537,1.513430578,0.4932462927,0.2211021813,1.069394748,1.248419539,0.9991041164,0,0.3174556994,0.7731866978,0
0.2307618792,0.1959546114,1.069394748,0.09442168118,0.9532490325,0.8306927646,1.095187781,0.2095528324,0.05,0.4072557277,0.8200510111,0
0.212155756,0.9890899158,0.8306927646,0.1174191172,0.6481241289,1.265297783,0.8200700231,0.8216298367,0.1,0.510956637,0.8443193086,0
0.2012004646,0.7134178934,1.265297783,0.166027911,0.8630392608,1.585821391,1.39601811,0.9026860786,0.15,0.5453511643,0.895870059,0
0.2640184628,0.9833200553,1.585821391,0.1880810698,0.8712155229,1.438304806,1.253073474,1.559369978,0.2,0.517560982,0.9784657856,0
