h_fraction,sin_theta_now,b_norm_now,dh_last_window,sin_theta_next,b_norm_next,best_merit_next_3,merit_now,windows_since_dump,coast_h_fraction_3,coast_h_fraction_6,label
0.434760787,0.6208320204,0.7992181963,0.2510145889,0.9818251119,0.9263196382,1.117596393,0.4961802475,0.7,0.8742510086,1.619917601,0
0.423692058,0.9792921059,0.9263196382,0.2711873397,0.8745901376,1.143219546,0.9998485402,0.9071375092,0.75,1.029754678,1.598253486,0
0.4686371671,0.9455369202,1.143219546,0.324853424,0.9870718345,1.156082993,1.14113696,1.080956289,0.8,1.089349615,1.583677334,0
0.598989963,0.9415286548,1.156082993,0.3498764178,0.7450591621,0.9495054653,0.7074377464,1.088485265,0.85,1.049440416,1.609935879,0
0.7272972196,0.427971282,0.9495054653,0.3298553732,0.5156104151,0.7969610932,1.169879979,0.4063610713,0.9,0.9951769174,1.64970064,0
0.7724873739,0.7289445406,0.7969610932,0.3100226277,0.9981980304,0.9653475201,1.12156983,0.5809404379,0.95,0.999139901,1.701258208,0
0.7222651989,0.9807060486,0.9653475201,0.3435819574,0.8986401384,1.169897865,1.051317179,0.946722152,1,1.022896364,1.719031841,0
0.6397553253,0.9273655763,1.169897865,0.3952773922,0.974933768,1.146014572,1.117288305,1.084923008,1,1.007223644,1.698291286,0
0.6056259409,0.9704134405,1.146014572,0.4087596676,0.7861208489,0.919086429,0.7225130038,1.112107943,1,0.993007323,1.677420871,0
0.6143147733,0.4528932373,0.919086429,0.3787737747,0.4528932373,0.919086429,0.4162480282,0.4162480282,1,0.9954203376,1.682992104,0
0.2504782965,0.9682343592,0.9123749593,0,0.9319224914,1.334531145,1.24367959,0.8833927841,1,0.668925724,1.137693084,0
0.3427296935,0.5148334757,1.334531145,0.2570571606,0.3962066516,1.505946951,0.8243692263,0.687061308,1,0.637473962,1.17589062,0
0.4321899483,0.7272917805,1.505946951,0.2165713687,0.8996320258,1.251801761,1.126160954,1.095262839,1,0.6499269461,1.200575416,0
